Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1478,20,4,90,11520,Pave,3,Reg,Lvl,1,Inside,Gtl,NridgHt,PosN,Norm,1Fam,1Story,9,5,2005,2005,Hip,CompShg,1,1,2,615,Gd,TA,PConc,1,4,4,3,110,6,0,1588,1698,GasA,Ex,Y,5,1698,0,0,1698,0,0,2,0,3,1,1,7,6,1,3,2,2005,1,3,730,4,4,Y,192,74,0,0,0,0,4,5,5,0,6,2010,1,Normal,
1479,20,4,79,14122,Pave,3,IR1,Lvl,1,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2005,2006,Hip,CompShg,7,,2,240,Gd,TA,PConc,1,4,4,3,28,6,0,1794,1822,GasA,Ex,Y,5,1822,0,0,1822,0,0,2,0,3,1,1,8,6,1,3,2,2005,2,3,678,4,4,Y,0,119,0,0,0,0,4,5,5,0,2,2010,1,Normal,
1480,20,4,110,14300,Pave,3,Reg,HLS,1,Inside,Mod,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Hip,CompShg,1,1,2,1095,Ex,TA,PConc,1,4,1,3,1373,6,0,1473,2846,GasA,Ex,Y,5,2696,0,0,2696,1,0,2,1,3,1,1,10,6,2,3,2,2003,1,3,958,4,4,Y,220,150,0,0,0,0,4,5,5,0,6,2010,1,Normal,
1481,60,4,105,13650,Pave,3,Reg,Lvl,1,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,1,1,2,232,Gd,TA,PConc,3,4,1,3,578,6,0,1093,1671,GasA,Ex,Y,5,1687,563,0,2250,1,0,2,1,3,1,3,7,6,1,1,2,2002,1,3,756,4,4,Y,238,130,0,0,0,0,4,5,5,0,6,2010,1,Normal,
1482,120,4,41,7132,Pave,3,IR1,Lvl,1,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,1,1,4,178,Gd,TA,PConc,3,4,3,3,24,6,0,1346,1370,GasA,Ex,Y,5,1370,0,0,1370,0,0,2,0,2,1,3,6,6,1,3,2,2006,2,2,484,4,4,Y,120,49,0,0,0,0,4,5,5,0,4,2010,1,Normal,
1483,20,4,100,18494,Pave,3,IR1,Lvl,1,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,1,1,3,0,Gd,TA,PConc,3,4,4,6,0,6,0,1324,1324,GasA,Ex,Y,5,1324,0,0,1324,0,0,2,0,3,1,3,6,6,0,6,2,2005,1,2,430,4,4,Y,36,23,0,0,0,0,4,5,5,0,1,2010,1,Normal,
1484,120,4,43,3203,Pave,3,Reg,Lvl,1,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2006,Gable,CompShg,1,1,2,14,Gd,TA,PConc,3,4,2,3,16,6,0,1129,1145,GasA,Ex,Y,5,1145,0,0,1145,0,0,2,0,2,1,3,6,6,0,6,2,2006,1,2,437,4,4,Y,100,116,0,0,0,0,4,5,5,0,1,2010,1,Normal,
1485,80,4,67,13300,Pave,3,IR1,Lvl,1,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2004,2004,Gable,CompShg,1,1,3,0,Gd,TA,PConc,3,4,4,3,326,6,0,58,384,GasA,Ex,Y,5,744,630,0,1374,1,0,2,1,3,1,3,7,6,1,3,4,2004,1,2,400,4,4,Y,100,0,0,0,0,0,4,5,5,0,6,2010,1,Normal,
1486,60,4,63,8577,Pave,3,IR1,Lvl,1,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,1,1,3,0,Gd,TA,PConc,3,4,4,6,0,6,0,847,847,GasA,Ex,Y,5,847,886,0,1733,0,0,2,1,3,1,3,7,6,1,3,4,2004,1,2,433,4,4,Y,144,48,0,0,0,0,4,5,5,0,4,2010,1,Normal,
1487,60,4,60,17433,Pave,3,IR2,Lvl,1,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,CompShg,1,1,2,114,Gd,TA,PConc,1,4,4,6,0,6,0,1629,1629,GasA,Ex,Y,5,1645,830,0,2475,0,0,2,1,4,1,3,7,6,1,4,2,1998,1,3,962,4,4,Y,23,172,0,0,256,0,4,5,5,0,1,2010,1,Normal,
1488,20,4,73,8987,Pave,3,Reg,Lvl,1,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,1,1,2,226,Gd,TA,PConc,3,4,5,6,0,6,0,1595,1595,GasA,Ex,Y,5,1595,0,0,1595,0,0,2,0,2,1,3,6,6,1,3,2,2005,2,3,880,4,4,Y,144,0,0,0,0,0,4,5,5,0,5,2010,1,Normal,
1489,20,2,92,9215,Pave,3,Reg,Lvl,1,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2009,2010,Hip,CompShg,1,1,3,0,Gd,TA,PConc,3,4,4,6,0,6,0,1218,1218,GasA,Ex,Y,5,1218,0,0,1218,0,0,2,0,2,1,3,4,6,0,6,2,2009,2,2,676,4,4,Y,0,136,0,0,0,0,4,5,5,0,4,2010,2,Partial,
1490,20,2,84,10440,Pave,3,Reg,Lvl,1,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,1,1,3,0,Gd,TA,PConc,1,4,4,3,1414,6,0,54,1468,GasA,Ex,Y,5,1468,0,0,1468,1,0,2,0,2,1,3,6,6,1,3,2,2005,1,2,528,4,4,Y,0,102,0,0,216,0,4,5,5,0,5,2010,1,Normal,
1491,60,4,70,11920,Pave,3,Reg,Lvl,1,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,1,1,2,122,Gd,TA,PConc,3,4,2,6,0,6,0,831,831,GasA,Ex,Y,5,831,828,0,1659,0,0,2,1,3,1,3,8,6,0,6,2,2004,2,2,484,4,4,Y,144,68,0,0,0,0,4,5,5,0,4,2010,1,Normal,
1492,30,3,70,9800,Pave,3,Reg,Lvl,1,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,3,6,3,0,TA,Fa,BrkTil,4,4,4,6,0,6,0,816,816,GasA,TA,N,1,1012,0,0,1012,0,0,1,0,2,1,4,5,6,0,6,6,1920,3,1,429,4,4,Y,121,0,80,0,0,0,4,5,5,0,4,2010,1,Normal,
1493,20,4,39,15410,Pave,3,IR1,Lvl,1,CulDSac,Gtl,Sawyer,RRNe,Norm,1Fam,1Story,6,6,1974,2002,Hip,CompShg,8,5,1,250,TA,Gd,CBlock,4,4,1,2,126,3,859,223,1208,GasA,Ex,Y,5,1494,0,0,1494,1,0,2,0,3,1,4,7,6,2,2,2,1974,1,2,461,4,4,Y,296,0,186,0,0,0,4,1,5,0,4,2010,1,Abnorml,
1494,60,4,85,13143,Pave,3,IR1,Lvl,1,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1993,1993,Gable,CompShg,4,12,2,504,Gd,TA,PConc,3,4,4,4,250,3,981,0,1231,GasA,Ex,Y,5,1251,1098,0,2349,1,0,2,1,4,1,3,9,6,1,4,2,1993,2,3,762,4,4,Y,32,130,0,0,0,0,4,5,5,0,6,2010,1,Normal,
1495,60,4,88,11134,Pave,3,Reg,Lvl,1,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1992,1993,Gable,CompShg,4,4,2,180,Gd,TA,PConc,3,4,4,3,1129,6,0,261,1390,GasA,Ex,Y,5,1402,823,0,2225,1,0,2,1,4,1,3,7,6,1,4,2,1992,2,3,713,4,4,Y,198,30,0,0,0,0,4,5,5,0,6,2010,1,Normal,
1496,120,2,25,4835,Pave,3,IR1,Lvl,1,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2005,Gable,CompShg,2,2,3,0,Gd,TA,PConc,1,4,2,3,1298,6,0,190,1488,GasA,Ex,Y,5,1488,0,0,1488,1,0,2,0,2,1,3,6,6,1,3,2,2004,1,2,506,4,4,Y,168,50,0,0,0,0,4,5,5,0,3,2010,1,Normal,
1497,160,2,39,3515,Pave,2,Reg,Lvl,1,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,1,1,3,0,Gd,TA,PConc,3,4,4,6,0,6,0,840,840,GasA,Ex,Y,5,840,840,0,1680,0,0,2,1,2,1,3,3,6,0,6,2,2004,2,2,588,4,4,Y,0,111,0,0,0,0,4,5,5,0,1,2010,1,Normal,
1498,160,2,30,3215,Pave,2,Reg,Lvl,1,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,2,2,2,120,Gd,TA,PConc,3,4,2,3,280,6,0,320,600,GasA,Ex,Y,5,600,600,0,1200,0,0,2,1,2,1,3,4,6,0,6,6,2004,2,2,480,4,4,Y,0,172,0,0,0,0,4,5,5,0,4,2010,4,Normal,
1499,160,2,24,2544,Pave,2,Reg,Lvl,1,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2004,2005,Gable,CompShg,2,2,3,0,Gd,TA,PConc,3,4,4,3,368,1,42,190,600,GasA,Ex,Y,5,600,600,0,1200,1,0,2,1,2,1,3,4,6,0,6,6,2004,2,2,480,4,4,Y,0,172,0,0,0,0,4,5,5,0,2,2010,1,Normal,
1500,160,2,24,2544,Pave,2,Reg,Lvl,1,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2005,2005,Gable,CompShg,1,1,2,216,Gd,TA,PConc,3,4,4,3,376,6,0,224,600,GasA,Ex,Y,5,600,636,0,1236,1,0,2,1,2,1,3,4,6,0,6,6,2005,2,2,480,4,4,Y,0,166,0,0,0,0,4,5,5,0,5,2010,1,Normal,
1501,160,2,,2980,Pave,3,Reg,Lvl,1,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,2,2,2,1159,Gd,TA,PConc,3,4,4,3,466,6,0,290,756,GasA,Ex,Y,5,756,756,0,1512,1,0,2,1,2,1,3,5,6,0,6,6,2000,3,2,440,4,4,Y,0,32,0,0,0,0,4,5,5,0,5,2010,1,Normal,
1502,160,2,,2403,Pave,3,IR1,Lvl,1,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2003,2003,Gable,CompShg,1,1,3,0,Gd,TA,PConc,3,4,4,3,244,6,0,286,530,GasA,Ex,Y,5,530,550,0,1080,0,0,2,1,2,1,3,4,6,0,6,2,2003,2,2,496,4,4,Y,0,50,0,0,0,0,4,5,5,0,6,2010,1,Normal,
1503,20,2,57,12853,Pave,2,IR1,Lvl,1,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2010,2010,Gable,CompShg,7,,3,0,Gd,TA,PConc,1,3,4,3,1032,6,0,610,1642,GasA,Ex,Y,5,1418,0,0,1418,1,0,1,1,1,1,3,6,6,1,3,2,2010,2,3,852,4,4,Y,160,192,0,224,0,0,4,5,5,0,4,2010,2,Partial,
1504,60,2,68,7379,Pave,3,IR1,Lvl,1,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,1,1,3,0,Gd,TA,PConc,3,4,4,3,484,6,0,491,975,GasA,Ex,Y,5,975,873,0,1848,1,0,2,1,3,1,3,7,6,1,4,2,2000,2,2,592,4,4,Y,280,184,0,0,0,0,4,5,5,0,4,2010,1,Normal,
1505,20,2,80,8000,Pave,3,Reg,Lvl,1,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,1,1,3,0,Gd,TA,PConc,3,4,4,3,833,6,0,659,1492,GasA,Ex,Y,5,1492,0,0,1492,1,0,2,0,3,1,3,6,6,1,3,2,2002,2,2,596,4,4,Y,277,137,0,0,0,0,4,5,5,0,4,2010,1,Normal,
1506,20,4,,10456,Pave,3,IR1,Lvl,1,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1967,1967,Hip,CompShg,4,4,2,120,TA,TA,CBlock,4,4,4,3,506,6,0,1323,1829,GasA,Gd,Y,5,1829,0,0,1829,1,0,2,0,4,1,4,8,6,0,6,2,1967,2,2,535,4,4,Y,0,76,0,0,0,0,4,5,5,0,5,2010,1,Normal,
1507,60,4,80,10791,Pave,3,Reg,Lvl,1,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1993,1993,Gable,CompShg,2,2,3,0,TA,TA,PConc,3,4,3,3,1137,6,0,143,1280,GasA,Ex,Y,5,1280,1215,0,2495,1,0,2,1,4,1,3,9,6,1,4,2,1993,3,2,660,4,4,Y,224,32,0,0,0,0,4,5,5,0,3,2010,1,Normal,
1508,50,4,,18837,Pave,3,IR1,Lvl,1,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1.5Fin,6,5,1978,1978,Gable,CompShg,2,2,3,0,TA,TA,PConc,3,4,3,1,687,4,46,491,1224,GasA,TA,Y,5,1287,604,0,1891,0,1,3,0,3,1,4,7,6,1,4,2,1978,2,2,678,4,4,Y,0,69,0,0,0,0,4,5,5,0,4,2010,1,Normal,
1509,60,4,80,9600,Pave,3,Reg,Lvl,1,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1971,1971,Gable,CompShg,2,2,3,0,TA,TA,CBlock,4,4,4,1,329,6,0,386,715,GasA,TA,Y,5,930,715,0,1645,0,0,1,2,4,1,4,7,6,0,6,2,1971,2,2,441,4,4,Y,0,78,0,0,0,0,4,2,5,0,6,2010,1,Normal,
1510,20,4,80,9600,Pave,3,Reg,Lvl,1,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,5,5,1966,1966,Hip,CompShg,1,1,2,172,TA,TA,CBlock,4,4,4,5,698,6,0,534,1232,GasA,TA,Y,5,1232,0,0,1232,1,0,1,1,3,1,4,6,6,0,6,2,1966,2,2,490,4,4,Y,0,224,0,0,0,0,4,5,5,0,4,2010,1,Normal,
1511,20,4,90,9900,Pave,3,Reg,Lvl,1,Corner,Gtl,mes,Norm,Norm,1Fam,1Story,5,5,1966,1966,Hip,CompShg,4,4,3,0,TA,TA,PConc,3,4,4,2,1059,6,0,150,1209,GasA,Gd,Y,5,1209,0,0,1209,1,0,1,0,3,1,4,6,6,0,6,2,1966,2,2,504,4,4,Y,0,0,120,0,0,0,4,5,5,0,4,2010,4,Normal,
1512,20,4,88,9680,Pave,3,Reg,Lvl,1,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,3,5,2,268,TA,TA,CBlock,4,4,4,2,1010,6,0,500,1510,GasA,Ex,Y,5,1510,0,0,1510,1,0,2,0,3,1,3,6,6,0,6,2,1967,2,2,517,4,4,Y,0,40,0,0,204,0,4,1,5,0,4,2010,1,Normal,
1513,80,4,,10600,Pave,2,IR1,Lvl,1,Inside,Gtl,mes,Norm,Norm,1Fam,SLvl,6,5,1964,1964,Gable,CompShg,4,4,3,0,TA,TA,CBlock,4,4,4,6,0,6,0,533,533,GasA,TA,Y,5,1131,644,0,1775,0,0,2,0,3,1,4,8,6,0,6,2,1964,3,2,480,4,4,Y,0,172,0,0,0,0,4,5,5,0,5,2010,3,Family,
1514,90,4,98,13260,Pave,3,IR1,Lvl,1,Inside,Gtl,mes,Norm,Norm,Duplex,1Story,5,6,1962,2001,Hip,CompShg,4,4,2,144,TA,TA,CBlock,4,4,4,2,1500,6,0,228,1728,GasA,TA,Y,5,1728,0,0,1728,2,0,2,0,6,2,4,10,6,0,6,7,,4,0,0,6,6,Y,0,0,0,0,0,0,4,5,5,0,1,2010,9,Abnorml,
1515,50,4,68,9724,Pave,3,Reg,Lvl,1,Inside,Gtl,mes,Norm,Norm,1Fam,1.5Fin,5,7,1952,2002,Gable,CompShg,2,2,2,265,Gd,TA,CBlock,4,4,4,4,670,6,0,470,1140,GasA,Gd,Y,5,1929,532,0,2461,0,0,2,0,3,1,4,7,4,2,3,6,1994,3,2,400,4,4,Y,0,0,0,0,0,0,4,2,5,0,3,2010,1,Normal,
1516,50,4,120,17360,Pave,3,Reg,Lvl,1,Corner,Gtl,mes,Artery,Norm,1Fam,1.5Fin,6,6,1949,1950,Gable,CompShg,2,2,4,340,TA,Gd,CBlock,4,4,4,5,300,6,0,482,782,GasA,TA,Y,5,1019,537,0,1556,0,0,2,0,3,1,4,6,6,1,3,2,1949,3,2,470,4,4,Y,0,0,150,0,0,0,4,5,5,0,1,2010,1,Normal,
1517,85,4,75,11380,Pave,3,IR1,Lvl,1,Inside,Gtl,mes,Norm,Norm,1Fam,SFoyer,6,8,1966,2008,Gable,CompShg,4,4,2,216,TA,TA,CBlock,4,4,1,3,944,6,0,136,1080,GasA,Gd,Y,5,1128,0,0,1128,1,0,1,0,2,1,3,5,6,1,3,2,1966,3,1,315,4,4,Y,238,0,0,0,0,0,4,5,1,1500,1,2010,1,Normal,
1518,90,4,70,8267,Pave,3,Reg,Lvl,1,Corner,Gtl,mes,Feedr,Norm,Duplex,1Story,5,5,1958,1958,Gable,CompShg,4,4,3,0,TA,TA,CBlock,4,4,4,6,0,6,0,1604,1604,GasA,TA,Y,5,1604,0,0,1604,0,0,2,0,4,2,4,8,6,0,6,2,1958,3,2,576,4,4,Y,42,0,0,0,0,0,4,5,5,0,3,2010,1,Normal,
1519,20,4,70,8197,Pave,3,Reg,Lvl,1,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,7,5,2003,2009,Gable,CompShg,1,1,2,506,Gd,TA,PConc,3,4,4,3,1188,6,0,292,1480,GasA,Ex,Y,5,1480,0,0,1480,1,0,2,0,3,1,3,7,6,0,6,2,2003,2,2,620,4,4,Y,252,73,0,0,0,0,4,3,1,300,2,2010,1,Normal,
1520,20,4,,8050,Pave,3,IR1,Lvl,1,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,2,2,2,150,TA,TA,CBlock,4,4,4,2,856,5,162,125,1143,GasA,TA,Y,5,1143,0,0,1143,1,0,1,0,3,1,4,6,6,0,6,2,1959,2,1,308,4,4,Y,0,0,0,0,0,0,4,1,5,0,5,2010,1,Normal,
1521,20,4,87,10725,Pave,3,IR1,Lvl,1,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,2,2,2,91,TA,TA,CBlock,4,4,4,5,936,6,0,270,1206,GasA,Fa,Y,5,1206,0,0,1206,0,0,1,0,3,1,4,6,6,0,6,2,1959,2,1,312,4,4,Y,0,21,0,0,0,0,4,5,5,0,5,2010,1,Normal,
1522,20,4,80,10032,Pave,3,Reg,Lvl,1,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,6,5,1959,1959,Gable,CompShg,3,6,4,432,TA,TA,CBlock,4,4,4,5,734,6,0,510,1244,GasA,Ex,Y,5,1580,0,0,1580,1,0,1,1,3,1,4,6,6,2,3,2,1956,3,2,440,4,4,Y,0,28,0,0,160,0,4,2,5,0,6,2010,1,Normal,
1523,50,4,60,8382,Pave,3,Reg,Lvl,1,Inside,Gtl,mes,Norm,Norm,1Fam,1.5Fin,4,5,1956,1956,Gable,CompShg,2,2,3,0,TA,TA,CBlock,4,4,4,6,0,6,0,832,832,GasA,TA,Y,1,832,505,0,1337,0,0,1,0,3,1,4,5,6,0,6,2,1956,3,1,263,4,4,Y,0,0,0,0,0,0,4,5,5,0,2,2010,1,Normal,
1524,20,4,60,10950,Pave,3,Reg,Lvl,1,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,6,3,3,0,TA,TA,CBlock,4,4,4,2,339,6,0,525,864,GasA,TA,Y,5,1064,0,0,1064,0,1,1,0,2,1,2,4,6,0,6,6,1952,3,1,318,4,4,Y,0,0,0,0,0,0,4,5,5,0,5,2010,1,Normal,
1525,20,4,119,10895,Pave,3,Reg,Lvl,1,Corner,Gtl,mes,Norm,Norm,1Fam,1Story,5,6,1955,1955,Gable,CompShg,2,2,3,0,TA,Gd,CBlock,4,4,4,5,648,6,0,324,972,GasA,TA,Y,5,972,0,0,972,0,0,1,0,3,1,4,5,6,0,6,2,1955,3,1,305,4,4,Y,0,0,205,0,0,0,4,2,5,0,6,2010,1,Normal,
1526,190,4,70,13587,Pave,3,Reg,Lvl,1,Inside,Gtl,mes,Norm,Norm,2fmCon,1Story,5,5,1958,1958,Gable,CompShg,2,2,3,0,TA,TA,CBlock,4,4,2,5,532,6,0,456,988,GasA,TA,Y,5,988,0,0,988,1,0,1,0,2,1,4,5,6,0,6,2,1958,3,1,264,4,4,Y,0,0,0,0,0,0,4,5,5,0,4,2010,1,Abnorml,
1527,30,4,65,7898,Pave,3,Reg,Lvl,1,Corner,Gtl,mes,Norm,Norm,1Fam,1Story,4,7,1920,1994,Gable,CompShg,2,2,3,0,TA,TA,BrkTil,4,4,4,6,0,6,0,576,576,GasA,Gd,Y,5,985,0,0,985,0,1,1,0,2,1,4,4,6,0,6,6,1989,3,2,676,4,4,N,0,0,0,0,0,0,4,5,5,0,4,2010,1,Normal,
1528,50,4,60,8064,Pave,3,Reg,Lvl,1,Inside,Gtl,mes,Artery,Norm,1Fam,1.5Fin,6,8,1948,2004,Gable,CompShg,6,3,3,0,TA,TA,CBlock,4,4,4,1,481,5,174,161,816,GasA,TA,Y,5,816,408,0,1224,1,0,1,0,3,1,4,5,6,0,6,6,1950,3,1,280,4,4,Y,414,0,0,0,0,0,4,2,5,0,5,2010,1,Normal,
1529,20,4,81,7635,Pave,3,IR1,Lvl,1,Corner,Gtl,mes,Norm,Norm,1Fam,1Story,5,6,1960,1960,Gable,CompShg,5,6,3,0,TA,TA,CBlock,4,4,4,5,588,4,350,237,1175,GasA,Ex,Y,5,1175,0,0,1175,0,0,1,1,3,1,4,6,6,0,6,6,1960,2,2,484,4,4,Y,0,0,0,0,0,0,4,5,5,0,6,2010,1,Normal,
1530,20,4,80,9760,Pave,3,Reg,Lvl,1,Inside,Mod,mes,Norm,Norm,1Fam,1Story,6,7,1963,1984,Hip,CompShg,3,6,2,218,TA,TA,CBlock,4,4,1,2,717,4,263,415,1395,GasA,TA,Y,5,1395,0,0,1395,1,0,1,0,2,1,4,7,3,1,4,2,1963,2,2,440,4,4,Y,657,0,113,0,240,0,4,5,5,0,5,2010,1,Normal,
1531,50,5,60,4800,Pave,3,Reg,Lvl,1,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,5,1900,1954,Hip,CompShg,3,6,2,771,TA,TA,PConc,4,4,4,1,48,6,0,661,709,GasA,TA,Y,5,1157,687,0,1844,1,0,1,0,3,1,4,9,4,2,3,3,1900,3,1,240,4,4,Y,84,0,0,0,0,0,4,5,5,0,1,2010,3,Abnorml,
1532,30,5,56,4485,Pave,1,Reg,Lvl,1,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,7,1920,1950,Gable,CompShg,3,6,3,0,TA,TA,PConc,4,4,4,2,579,6,0,357,936,GasA,TA,Y,5,936,0,0,936,1,0,1,0,2,1,4,5,6,1,3,7,,4,0,0,6,6,P,51,0,135,0,0,0,4,3,5,0,5,2010,1,Normal,
1533,20,5,69,5805,Pave,1,Reg,Bnk,1,Inside,Mod,OldTown,Norm,Norm,1Fam,1Story,5,7,1957,1957,Hip,CompShg,2,2,3,0,TA,TA,CBlock,4,4,3,2,274,5,1073,0,1347,GasA,Gd,Y,5,1347,0,0,1347,1,1,1,0,3,1,3,6,6,0,6,6,1957,3,2,551,4,4,Y,0,0,0,0,0,0,4,5,5,0,6,2010,1,Normal,
1534,45,5,50,6900,Pave,3,Reg,Lvl,1,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,1938,2000,Gable,CompShg,2,2,3,0,TA,TA,PConc,3,4,4,6,0,6,0,827,827,GasA,Gd,Y,5,827,424,0,1251,0,0,1,0,3,1,2,6,6,0,6,6,1938,3,1,240,2,4,N,0,0,0,0,0,0,4,5,5,0,1,2010,1,Normal,
1535,50,5,69,11851,Pave,3,Reg,Lvl,1,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,7,1948,2009,Gable,CompShg,1,1,3,0,TA,Gd,BrkTil,4,4,4,2,780,6,0,247,1027,GasA,Ex,Y,5,1027,606,0,1633,0,0,1,0,3,1,3,7,6,1,3,6,1948,3,1,240,4,4,Y,0,100,126,0,0,0,4,5,5,0,6,2010,1,Normal,
1536,50,5,,8239,Pave,3,Reg,Lvl,1,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1920,1962,Gable,CompShg,2,2,3,0,TA,TA,BrkTil,4,4,4,5,176,6,0,832,1008,GasA,TA,Y,5,1060,185,0,1245,0,0,1,0,3,1,4,6,6,0,6,6,1962,3,1,315,4,4,Y,0,0,334,0,0,0,4,5,5,0,3,2010,1,Normal,
1537,30,5,68,9656,Pave,3,Reg,Lvl,1,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,2,2,1923,1970,Gable,CompShg,9,10,3,0,TA,Fa,BrkTil,2,1,4,6,0,6,0,678,678,GasA,TA,N,5,832,0,0,832,0,0,1,0,2,1,4,5,6,1,3,6,1928,3,2,780,2,2,N,0,0,0,0,0,0,4,5,5,0,6,2010,1,Abnorml,
1538,70,5,60,9600,Pave,1,Reg,Lvl,1,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,9,1900,2003,Gable,CompShg,3,6,3,0,Gd,Gd,BrkTil,4,4,4,6,0,6,0,930,930,GasW,TA,N,5,930,636,0,1566,0,0,2,0,3,1,3,7,6,0,6,6,1930,3,1,288,4,4,Y,54,228,246,0,0,0,4,5,5,0,4,2010,1,Abnorml,
1539,70,5,50,9000,Pave,1,Reg,Lvl,1,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,9,1890,2002,Gable,CompShg,3,6,3,0,Gd,Gd,Stone,2,1,4,6,0,6,0,346,346,GasA,Ex,Y,5,1157,1111,0,2268,0,0,3,0,3,1,3,7,6,0,6,6,2003,3,2,624,4,4,N,0,108,0,0,0,0,4,5,5,0,4,2010,1,Normal,
1540,190,5,100,9045,Pave,3,Reg,Lvl,1,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,3,1910,1950,Gable,CompShg,2,2,3,0,TA,Fa,BrkTil,4,4,3,6,0,6,0,840,840,Grav,Fa,N,2,1128,1128,0,2256,0,0,2,0,4,2,2,12,6,0,6,7,,4,0,0,6,6,N,0,18,18,0,0,0,4,5,5,0,6,2010,1,Abnorml,
